GENESIS-Tabelle: 12421-104r
Demographiespiegel: Gemeinden, Bevölkerung,;;;;;;;
Geschlecht, Altersgruppen, Stichtag;;;;;;;
Bevölkerungsvorausberechnungen-Demographiespiegel;;;;;;;
31.12.2019;;;;;;;
;;;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung
;;;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren
;;;Insgesamt;unter 18;18 bis unter 40;40 bis unter 65;65 oder mehr Jahre
;;;1000;1000;1000;1000;1000
09562000;Erlangen (Krfr.St);weiblich;56,52;8,64;19,25;17,26;11,36
09562000;Erlangen (Krfr.St);Insgesamt;112,53;17,72;40,44;34,50;19,87
09563000;Fürth (Krfr.St);männlich;63,05;10,81;19,57;22,69;9,98
09563000;Fürth (Krfr.St);weiblich;65,45;10,03;18,37;23,38;13,67
09563000;Fürth (Krfr.St);Insgesamt;128,50;20,84;37,93;46,07;23,65
09564000;Nürnberg (Krfr.St);männlich;253,14;42,71;81,71;84,94;43,79
09564000;Nürnberg (Krfr.St);weiblich;265,24;40,20;78,95;85,68;60,40
09564000;Nürnberg (Krfr.St);Insgesamt;518,37;82,91;160,65;170,62;104,19
09565000;Schwabach (Krfr.St);männlich;20,07;3,55;5,35;7,34;3,83
09565000;Schwabach (Krfr.St);weiblich;20,91;3,41;4,97;7,42;5,11
09565000;Schwabach (Krfr.St);Insgesamt;40,98;6,96;10,32;14,76;8,94
09571111;Adelshofen;männlich;0,47;0,07;0,11;0,18;0,11
09571111;Adelshofen;weiblich;0,46;0,09;0,10;0,16;0,12
09571111;Adelshofen;Insgesamt;0,93;0,16;0,21;0,33;0,22
09571113;Arberg, M;männlich;1,14;0,22;0,29;0,44;0,19
09571113;Arberg, M;weiblich;1,11;0,20;0,27;0,42;0,22
09571113;Arberg, M;Insgesamt;2,25;0,42;0,56;0,86;0,42
09571114;Aurach;männlich;1,50;0,24;0,41;0,61;0,25
09571114;Aurach;weiblich;1,48;0,24;0,39;0,55;0,31
09571114;Aurach;Insgesamt;2,98;0,48;0,79;1,16;0,56
09571115;Bechhofen, M;männlich;3,05;0,54;0,82;1,14;0,55
09571115;Bechhofen, M;weiblich;2,96;0,44;0,75;1,09;0,68
09571115;Bechhofen, M;Insgesamt;6,01;0,98;1,57;2,23;1,23
09571122;Bruckberg;männlich;0,73;0,10;0,18;0,33;0,13
09571122;Bruckberg;weiblich;0,60;0,07;0,16;0,23;0,14
09571122;Bruckberg;Insgesamt;1,33;0,17;0,33;0,56;0,27
09571125;Buch a.Wald;männlich;0,55;0,11;0,16;0,18;0,10
09571125;Buch a.Wald;weiblich;0,49;0,10;0,13;0,17;0,09
09571125;Buch a.Wald;Insgesamt;1,04;0,21;0,29;0,34;0,20
09571127;Burgoberbach;männlich;1,75;0,31;0,49;0,67;0,29
09571127;Burgoberbach;weiblich;1,72;0,29;0,44;0,65;0,33
09571127;Burgoberbach;Insgesamt;3,47;0,60;0,93;1,32;0,62
09571128;Burk;männlich;0,53;0,08;0,13;0,22;0,10
09571128;Burk;weiblich;0,51;0,07;0,11;0,21;0,13
09571128;Burk;Insgesamt;1,04;0,15;0,24;0,42;0,23
09571130;Colmberg, M;männlich;1,01;0,16;0,25;0,38;0,21
09571130;Colmberg, M;weiblich;1,03;0,17;0,24;0,39;0,23
09571130;Colmberg, M;Insgesamt;2,04;0,33;0,50;0,77;0,44
09571132;Dentlein a.Forst, M;männlich;1,17;0,19;0,29;0,46;0,23
09571132;Dentlein a.Forst, M;weiblich;1,18;0,20;0,27;0,42;0,28
09571132;Dentlein a.Forst, M;Insgesamt;2,35;0,39;0,56;0,88;0,52
09571134;Diebach;männlich;0,60;0,11;0,18;0,21;0,10
09571134;Diebach;weiblich;0,53;0,10;0,12;0,20;0,11
09571134;Diebach;Insgesamt;1,13;0,21;0,30;0,41;0,21
09571135;Dietenhofen, M;männlich;2,80;0,48;0,78;1,05;0,49
09571135;Dietenhofen, M;weiblich;2,77;0,47;0,68;1,02;0,60
09571135;Dietenhofen, M;Insgesamt;5,56;0,95;1,45;2,07;1,10
09571136;Dinkelsbühl, GKSt;männlich;5,83;1,00;1,58;2,08;1,17
09571136;Dinkelsbühl, GKSt;weiblich;6,01;0,93;1,46;2,14;1,48
09571136;Dinkelsbühl, GKSt;Insgesamt;11,84;1,93;3,04;4,22;2,65
09571137;Dombühl, M;männlich;0,95;0,16;0,30;0,35;0,14
09571137;Dombühl, M;weiblich;0,84;0,15;0,21;0,32;0,16
09571137;Dombühl, M;Insgesamt;1,79;0,30;0,51;0,67;0,30
09571139;Dürrwangen, M;männlich;1,30;0,26;0,35;0,47;0,22
09571139;Dürrwangen, M;weiblich;1,27;0,21;0,32;0,47;0,28
09571139;Dürrwangen, M;Insgesamt;2,58;0,47;0,67;0,94;0,50
09571141;Ehingen;männlich;0,98;0,18;0,24;0,38;0,18
09571141;Ehingen;weiblich;0,93;0,15;0,22;0,34;0,22
09571141;Ehingen;Insgesamt;1,91;0,34;0,47;0,72;0,39
09571145;Feuchtwangen, St;männlich;6,28;1,15;1,68;2,31;1,14
09571145;Feuchtwangen, St;weiblich;6,20;1,07;1,55;2,22;1,35
09571145;Feuchtwangen, St;Insgesamt;12,48;2,22;3,24;4,53;2,50
09571146;Flachslanden, M;männlich;1,17;0,18;0,30;0,46;0,22
09571146;Flachslanden, M;weiblich;1,16;0,19;0,28;0,45;0,24
09571146;Flachslanden, M;Insgesamt;2,33;0,37;0,58;0,91;0,47
09571152;Gebsattel;männlich;0,88;0,15;0,26;0,32;0,16
09571152;Gebsattel;weiblich;0,84;0,13;0,20;0,33;0,17
09571152;Gebsattel;Insgesamt;1,72;0,28;0,46;0,65;0,33
09571154;Gerolfingen;männlich;0,50;0,10;0,11;0,18;0,11
09571154;Gerolfingen;weiblich;0,47;0,07;0,11;0,17;0,12
09571154;Gerolfingen;Insgesamt;0,97;0,17;0,22;0,36;0,23
09571155;Geslau;männlich;0,67;0,12;0,17;0,25;0,14
09571155;Geslau;weiblich;0,65;0,10;0,15;0,23;0,17
09571155;Geslau;Insgesamt;1,32;0,22;0,32;0,48;0,31
09571165;Heilsbronn, St;männlich;4,83;0,88;1,34;1,79;0,81
09571165;Heilsbronn, St;weiblich;4,88;0,81;1,28;1,72;1,07
09571165;Heilsbronn, St;Insgesamt;9,70;1,69;2,62;3,50;1,89
09571166;Herrieden, St;männlich;4,02;0,78;1,03;1,55;0,67
09571166;Herrieden, St;weiblich;4,02;0,74;1,02;1,49;0,77
09571166;Herrieden, St;Insgesamt;8,05;1,52;2,05;3,04;1,44
09571169;Insingen;männlich;0,62;0,11;0,15;0,24;0,11
09571169;Insingen;weiblich;0,54;0,10;0,13;0,20;0,12
09571169;Insingen;Insgesamt;1,17;0,22;0,28;0,44;0,24
09571170;Langfurth;männlich;1,04;0,17;0,27;0,41;0,18
09571170;Langfurth;weiblich;0,99;0,15;0,23;0,38;0,23
09571170;Langfurth;Insgesamt;2,03;0,32;0,50;0,79;0,42
09571171;Lehrberg, M;männlich;1,63;0,31;0,46;0,57;0,30
09571171;Lehrberg, M;weiblich;1,50;0,24;0,36;0,57;0,33
09571171;Lehrberg, M;Insgesamt;3,13;0,55;0,82;1,13;0,63
09571174;Leutershausen, St;männlich;2,81;0,50;0,78;1,02;0,52
09571174;Leutershausen, St;weiblich;2,82;0,52;0,66;1,05;0,60
09571174;Leutershausen, St;Insgesamt;5,63;1,01;1,43;2,07;1,12
09571175;Lichtenau, M;männlich;1,94;0,29;0,51;0,75;0,40
09571175;Lichtenau, M;weiblich;1,96;0,33;0,45;0,69;0,49
09571175;Lichtenau, M;Insgesamt;3,90;0,61;0,96;1,44;0,89
09571177;Merkendorf, St;männlich;1,53;0,29;0,46;0,54;0,24
09571177;Merkendorf, St;weiblich;1,47;0,26;0,40;0,52;0,29
09571177;Merkendorf, St;Insgesamt;3,00;0,55;0,86;1,05;0,53
09571178;Mitteleschenbach;männlich;0,81;0,14;0,22;0,31;0,14
09571178;Mitteleschenbach;weiblich;0,83;0,14;0,24;0,29;0,16
09571178;Mitteleschenbach;Insgesamt;1,63;0,28;0,46;0,59;0,30
09571179;Mönchsroth;männlich;0,81;0,14;0,21;0,31;0,15
09571179;Mönchsroth;weiblich;0,80;0,15;0,19;0,30;0,16
09571179;Mönchsroth;Insgesamt;1,60;0,29;0,40;0,61;0,30
09571180;Neuendettelsau;männlich;3,79;0,75;1,10;1,28;0,66
09571180;Neuendettelsau;weiblich;4,16;0,67;1,15;1,42;0,93
09571180;Neuendettelsau;Insgesamt;7,96;1,42;2,24;2,70;1,59
09571181;Neusitz;männlich;1,05;0,17;0,27;0,41;0,19
09571181;Neusitz;weiblich;1,06;0,20;0,26;0,41;0,20
09571181;Neusitz;Insgesamt;2,10;0,37;0,53;0,82;0,39
09571183;Oberdachstetten;männlich;0,81;0,14;0,20;0,30;0,16
09571183;Oberdachstetten;weiblich;0,83;0,14;0,20;0,30;0,19
09571183;Oberdachstetten;Insgesamt;1,64;0,28;0,40;0,60;0,35
09571188;Ohrenbach;männlich;0,31;0,05;0,07;0,13;0,07
09571188;Ohrenbach;weiblich;0,31;0,05;0,07;0,11;0,09
09571188;Ohrenbach;Insgesamt;0,63;0,10;0,14;0,23;0,15
09571189;Ornbau, St;männlich;0,83;0,16;0,22;0,32;0,13
09571189;Ornbau, St;weiblich;0,79;0,15;0,23;0,27;0,14
09571189;Ornbau, St;Insgesamt;1,62;0,31;0,45;0,59;0,27
09571190;Petersaurach;männlich;2,46;0,43;0,64;0,94;0,46
09571190;Petersaurach;weiblich;2,47;0,41;0,60;0,95;0,50
09571190;Petersaurach;Insgesamt;4,93;0,84;1,24;1,89;0,96
09571192;Röckingen;männlich;0,36;0,06;0,09;0,14;0,07
09571192;Röckingen;weiblich;0,37;0,06;0,09;0,13;0,09
09571192;Röckingen;Insgesamt;0,73;0,12;0,18;0,27;0,16
09571193;Rothenburg ob der Tauber, GKSt;männlich;5,53;0,86;1,50;1,96;1,21
09571193;Rothenburg ob der Tauber, GKSt;weiblich;5,86;0,83;1,39;2,06;1,59
09571193;Rothenburg ob der Tauber, GKSt;Insgesamt;11,39;1,68;2,89;4,02;2,80
09571194;Rügland;männlich;0,63;0,12;0,15;0,24;0,12
09571194;Rügland;weiblich;0,62;0,11;0,13;0,24;0,14
09571194;Rügland;Insgesamt;1,25;0,22;0,28;0,48;0,26
09571196;Sachsen b.Ansbach;männlich;1,75;0,31;0,47;0,60;0,37
09571196;Sachsen b.Ansbach;weiblich;1,78;0,33;0,40;0,64;0,41
09571196;Sachsen b.Ansbach;Insgesamt;3,53;0,64;0,87;1,24;0,78
09571198;Schillingsfürst, St;männlich;1,43;0,24;0,40;0,53;0,25
09571198;Schillingsfürst, St;weiblich;1,42;0,23;0,34;0,49;0,37
09571198;Schillingsfürst, St;Insgesamt;2,85;0,47;0,74;1,02;0,62
09571199;Schnelldorf;männlich;1,89;0,33;0,52;0,70;0,34
09571199;Schnelldorf;weiblich;1,75;0,27;0,44;0,64;0,40
09571199;Schnelldorf;Insgesamt;3,64;0,60;0,97;1,33;0,75
09571200;Schopfloch, M;männlich;1,52;0,25;0,44;0,54;0,30
09571200;Schopfloch, M;weiblich;1,39;0,23;0,35;0,52;0,30
09571200;Schopfloch, M;Insgesamt;2,91;0,48;0,78;1,05;0,59
09571205;Steinsfeld;männlich;0,61;0,10;0,15;0,23;0,14
09571205;Steinsfeld;weiblich;0,61;0,10;0,13;0,24;0,14
09571205;Steinsfeld;Insgesamt;1,23;0,20;0,28;0,47;0,28
09571208;Unterschwaningen;männlich;0,44;0,09;0,11;0,16;0,08
09571208;Unterschwaningen;weiblich;0,44;0,09;0,10;0,15;0,10
09571208;Unterschwaningen;Insgesamt;0,88;0,18;0,21;0,31;0,18
09571214;Wassertrüdingen, St;männlich;3,05;0,54;0,83;1,11;0,57
09571214;Wassertrüdingen, St;weiblich;3,01;0,48;0,73;1,06;0,74
09571214;Wassertrüdingen, St;Insgesamt;6,05;1,02;1,55;2,18;1,30
09571216;Weidenbach, M;männlich;1,19;0,17;0,45;0,37;0,21
09571216;Weidenbach, M;weiblich;1,08;0,19;0,34;0,35;0,20
09571216;Weidenbach, M;Insgesamt;2,27;0,36;0,78;0,72;0,41
09571217;Weihenzell;männlich;1,47;0,28;0,41;0,53;0,26
09571217;Weihenzell;weiblich;1,43;0,24;0,37;0,54;0,26
09571217;Weihenzell;Insgesamt;2,90;0,53;0,78;1,07;0,52
09571218;Weiltingen, M;männlich;0,70;0,12;0,18;0,27;0,13
09571218;Weiltingen, M;weiblich;0,68;0,12;0,15;0,26;0,16
09571218;Weiltingen, M;Insgesamt;1,38;0,24;0,33;0,53;0,29
09571222;Wettringen;männlich;0,53;0,08;0,16;0,20;0,09
09571222;Wettringen;weiblich;0,47;0,09;0,11;0,17;0,11
09571222;Wettringen;Insgesamt;1,01;0,17;0,27;0,37;0,20
09571223;Wieseth;männlich;0,67;0,12;0,18;0,27;0,11
09571223;Wieseth;weiblich;0,66;0,10;0,16;0,26;0,13
09571223;Wieseth;Insgesamt;1,33;0,22;0,34;0,53;0,24
09571224;Wilburgstetten;männlich;1,14;0,19;0,32;0,43;0,19
09571224;Wilburgstetten;weiblich;1,01;0,16;0,24;0,41;0,21
09571224;Wilburgstetten;Insgesamt;2,15;0,35;0,56;0,85;0,40
09571225;Windelsbach;männlich;0,55;0,09;0,15;0,20;0,11
09571225;Windelsbach;weiblich;0,51;0,09;0,11;0,21;0,10
09571225;Windelsbach;Insgesamt;1,05;0,19;0,26;0,40;0,20
09571226;Windsbach, St;männlich;3,13;0,59;0,89;1,12;0,53
09571226;Windsbach, St;weiblich;2,92;0,49;0,70;1,11;0,62
09571226;Windsbach, St;Insgesamt;6,05;1,08;1,59;2,23;1,15
09571227;Wittelshofen;männlich;0,66;0,11;0,18;0,25;0,13
09571227;Wittelshofen;weiblich;0,62;0,11;0,13;0,23;0,15
09571227;Wittelshofen;Insgesamt;1,28;0,22;0,31;0,48;0,28
09571228;Wörnitz;männlich;0,94;0,18;0,29;0,32;0,15
09571228;Wörnitz;weiblich;0,90;0,18;0,24;0,32;0,16
09571228;Wörnitz;Insgesamt;1,83;0,36;0,53;0,64;0,31
09571229;Wolframs-Eschenbach, St;männlich;1,51;0,27;0,43;0,56;0,25
09571229;Wolframs-Eschenbach, St;weiblich;1,61;0,30;0,40;0,56;0,34
09571229;Wolframs-Eschenbach, St;Insgesamt;3,12;0,57;0,83;1,13;0,60
09571444;Gemeindefreie Gebiete;männlich;-;-;-;-;-
09571444;Gemeindefreie Gebiete;weiblich;-;-;-;-;-
09571444;Gemeindefreie Gebiete;Insgesamt;-;-;-;-;-
09572111;Adelsdorf;männlich;4,42;0,85;1,25;1,62;0,71
09572111;Adelsdorf;weiblich;4,33;0,85;1,20;1,52;0,76
09572111;Adelsdorf;Insgesamt;8,75;1,69;2,44;3,14;1,48
09572114;Aurachtal;männlich;1,57;0,30;0,37;0,63;0,26
09572114;Aurachtal;weiblich;1,49;0,24;0,36;0,60;0,28
09572114;Aurachtal;Insgesamt;3,05;0,54;0,74;1,24;0,54
09572115;Baiersdorf, St;männlich;3,90;0,69;1,08;1,43;0,69
09572115;Baiersdorf, St;weiblich;3,96;0,66;1,00;1,45;0,84
09572115;Baiersdorf, St;Insgesamt;7,85;1,36;2,08;2,88;1,53
09572119;Bubenreuth;männlich;2,26;0,44;0,54;0,81;0,47
09572119;Bubenreuth;weiblich;2,35;0,39;0,52;0,85;0,61
09572119;Bubenreuth;Insgesamt;4,61;0,83;1,05;1,66;1,08
09572120;Buckenhof;männlich;1,51;0,27;0,40;0,51;0,33
09572120;Buckenhof;weiblich;1,59;0,24;0,39;0,57;0,40
09572120;Buckenhof;Insgesamt;3,10;0,51;0,78;1,08;0,73
09572121;Eckental, M;männlich;7,16;1,24;1,76;2,63;1,53
09572121;Eckental, M;weiblich;7,36;1,20;1,65;2,72;1,79
09572121;Eckental, M;Insgesamt;14,52;2,44;3,41;5,35;3,32
09572126;Gremsdorf;männlich;0,89;0,12;0,21;0,37;0,19
09572126;Gremsdorf;weiblich;0,73;0,12;0,20;0,30;0,12
09572126;Gremsdorf;Insgesamt;1,62;0,24;0,40;0,66;0,31
09572127;Großenseebach;männlich;1,18;0,23;0,28;0,42;0,26
09572127;Großenseebach;weiblich;1,26;0,24;0,30;0,46;0,26
09572127;Großenseebach;Insgesamt;2,44;0,47;0,57;0,88;0,52
09572130;Hemhofen;männlich;2,61;0,47;0,62;0,98;0,54
09572130;Hemhofen;weiblich;2,73;0,45;0,64;0,96;0,68
09572130;Hemhofen;Insgesamt;5,34;0,92;1,26;1,94;1,22
09572131;Heroldsberg, M;männlich;4,08;0,83;0,88;1,57;0,80
09572131;Heroldsberg, M;weiblich;4,35;0,77;0,90;1,62;1,06
09572131;Heroldsberg, M;Insgesamt;8,43;1,59;1,78;3,19;1,86
09572132;Herzogenaurach, St;männlich;11,72;2,12;3,10;4,27;2,24
09572132;Herzogenaurach, St;weiblich;11,65;2,02;2,75;4,29;2,60
09572132;Herzogenaurach, St;Insgesamt;23,37;4,14;5,85;8,56;4,83
09572133;Heßdorf;männlich;1,83;0,32;0,51;0,68;0,33
09572133;Heßdorf;weiblich;1,78;0,30;0,43;0,68;0,37
09572133;Heßdorf;Insgesamt;3,61;0,62;0,93;1,36;0,70
09572135;Höchstadt a.d.Aisch, St;männlich;6,74;1,24;1,78;2,46;1,27
09572135;Höchstadt a.d.Aisch, St;weiblich;6,81;1,09;1,68;2,48;1,56
09572135;Höchstadt a.d.Aisch, St;Insgesamt;13,55;2,33;3,46;4,93;2,83
09572137;Kalchreuth;männlich;1,52;0,25;0,34;0,61;0,32
09572137;Kalchreuth;weiblich;1,55;0,21;0,35;0,62;0,36
09572137;Kalchreuth;Insgesamt;3,07;0,47;0,69;1,24;0,68
09572139;Lonnerstadt, M;männlich;1,03;0,17;0,25;0,44;0,18
09572139;Lonnerstadt, M;weiblich;1,01;0,17;0,25;0,39;0,20
09572139;Lonnerstadt, M;Insgesamt;2,04;0,34;0,50;0,83;0,38
09572141;Marloffstein;männlich;0,75;0,12;0,16;0,29;0,19
09572141;Marloffstein;weiblich;0,79;0,13;0,18;0,28;0,20
09572141;Marloffstein;Insgesamt;1,54;0,25;0,34;0,57;0,38
09572142;Möhrendorf;männlich;2,44;0,47;0,58;0,89;0,50
09572142;Möhrendorf;weiblich;2,41;0,46;0,53;0,91;0,51
09572142;Möhrendorf;Insgesamt;4,85;0,93;1,11;1,80;1,01
09572143;Mühlhausen, M;männlich;0,90;0,19;0,25;0,33;0,14
09572143;Mühlhausen, M;weiblich;0,88;0,14;0,26;0,33;0,16
09572143;Mühlhausen, M;Insgesamt;1,78;0,33;0,50;0,66;0,30
09572147;Oberreichenbach;männlich;0,67;0,14;0,18;0,25;0,09
09572147;Oberreichenbach;weiblich;0,65;0,13;0,17;0,24;0,11
09572147;Oberreichenbach;Insgesamt;1,32;0,28;0,35;0,49;0,20
09572149;Röttenbach;männlich;2,28;0,39;0,53;0,84;0,52
09572149;Röttenbach;weiblich;2,47;0,42;0,61;0,88;0,56
09572149;Röttenbach;Insgesamt;4,75;0,81;1,14;1,71;1,09
09572154;Spardorf;männlich;1,10;0,27;0,23;0,38;0,22
09572154;Spardorf;weiblich;1,13;0,22;0,25;0,40;0,26
09572154;Spardorf;Insgesamt;2,23;0,49;0,48;0,79;0,48
09572158;Uttenreuth;männlich;2,49;0,50;0,56;0,86;0,58
09572158;Uttenreuth;weiblich;2,56;0,41;0,51;0,91;0,73
09572158;Uttenreuth;Insgesamt;5,05;0,91;1,07;1,76;1,30
09572159;Vestenbergsgreuth, M;männlich;0,78;0,12;0,20;0,34;0,12
09572159;Vestenbergsgreuth, M;weiblich;0,77;0,14;0,19;0,32;0,13
09572159;Vestenbergsgreuth, M;Insgesamt;1,56;0,26;0,39;0,66;0,25
09572160;Wachenroth, M;männlich;1,14;0,20;0,32;0,47;0,16
09572160;Wachenroth, M;weiblich;1,09;0,19;0,31;0,42;0,17
09572160;Wachenroth, M;Insgesamt;2,23;0,39;0,62;0,89;0,33
09572164;Weisendorf, M;männlich;3,29;0,66;0,88;1,23;0,53
09572164;Weisendorf, M;weiblich;3,33;0,66;0,85;1,28;0,54
09572164;Weisendorf, M;Insgesamt;6,61;1,31;1,73;2,51;1,06
09572444;Gemeindefreie Gebiete;männlich;-;-;-;-;-
09572444;Gemeindefreie Gebiete;weiblich;-;-;-;-;-
09572444;Gemeindefreie Gebiete;Insgesamt;-;-;-;-;-
09573111;Ammerndorf, M;männlich;1,04;0,17;0,26;0,40;0,21
09573111;Ammerndorf, M;weiblich;1,03;0,14;0,24;0,42;0,22
09573111;Ammerndorf, M;Insgesamt;2,06;0,32;0,50;0,82;0,42
09573114;Cadolzburg, M;männlich;5,48;1,03;1,29;2,11;1,05
09573114;Cadolzburg, M;weiblich;5,77;1,05;1,34;2,10;1,28
09573114;Cadolzburg, M;Insgesamt;11,25;2,08;2,62;4,22;2,33
09573115;Großhabersdorf;männlich;2,11;0,37;0,56;0,80;0,39
09573115;Großhabersdorf;weiblich;2,13;0,31;0,51;0,82;0,49
09573115;Großhabersdorf;Insgesamt;4,24;0,68;1,07;1,63;0,87
09573120;Langenzenn, St;männlich;5,14;0,85;1,21;2,04;1,04
09573120;Langenzenn, St;weiblich;5,46;0,86;1,21;2,10;1,29
09573120;Langenzenn, St;Insgesamt;10,60;1,72;2,42;4,14;2,33
09573122;Oberasbach, St;männlich;8,46;1,40;2,06;3,03;1,96
09573122;Oberasbach, St;weiblich;9,22;1,33;2,09;3,23;2,58
09573122;Oberasbach, St;Insgesamt;17,68;2,73;4,15;6,26;4,54
09573123;Obermichelbach;männlich;1,61;0,27;0,37;0,64;0,34
09573123;Obermichelbach;weiblich;1,70;0,31;0,38;0,66;0,35
09573123;Obermichelbach;Insgesamt;3,31;0,58;0,75;1,30;0,69
09573124;Puschendorf;männlich;1,09;0,21;0,26;0,40;0,22
09573124;Puschendorf;weiblich;1,24;0,19;0,29;0,41;0,36
09573124;Puschendorf;Insgesamt;2,33;0,39;0,54;0,82;0,58
09573125;Roßtal, M;männlich;4,99;0,85;1,25;1,84;1,05
09573125;Roßtal, M;weiblich;5,02;0,77;1,15;1,87;1,23
09573125;Roßtal, M;Insgesamt;10,01;1,62;2,40;3,72;2,28
09573126;Seukendorf;männlich;1,57;0,23;0,36;0,63;0,35
09573126;Seukendorf;weiblich;1,59;0,23;0,36;0,63;0,36
09573126;Seukendorf;Insgesamt;3,15;0,46;0,73;1,26;0,71
09573127;Stein, St;männlich;6,66;1,04;1,63;2,33;1,67
09573127;Stein, St;weiblich;7,47;1,04;1,64;2,52;2,26
09573127;Stein, St;Insgesamt;14,13;2,08;3,27;4,85;3,93
09573129;Tuchenbach;männlich;0,68;0,13;0,14;0,27;0,14
09573129;Tuchenbach;weiblich;0,70;0,13;0,13;0,28;0,16
09573129;Tuchenbach;Insgesamt;1,38;0,26;0,27;0,55;0,30
09573130;Veitsbronn;männlich;3,25;0,59;0,83;1,21;0,63
09573130;Veitsbronn;weiblich;3,43;0,58;0,83;1,22;0,79
09573130;Veitsbronn;Insgesamt;6,68;1,17;1,67;2,43;1,42
09573133;Wilhermsdorf, M;männlich;2,79;0,53;0,76;1,07;0,43
09573133;Wilhermsdorf, M;weiblich;2,64;0,42;0,70;1,00;0,52
09573133;Wilhermsdorf, M;Insgesamt;5,43;0,95;1,46;2,07;0,95
09573134;Zirndorf, St;männlich;12,34;2,24;2,92;4,58;2,60
09573134;Zirndorf, St;weiblich;13,25;2,19;2,98;4,81;3,27
09573134;Zirndorf, St;Insgesamt;25,59;4,43;5,90;9,39;5,86
09574111;Alfeld;männlich;0,57;0,10;0,14;0,23;0,10
09574111;Alfeld;weiblich;0,52;0,08;0,13;0,21;0,11
09574111;Alfeld;Insgesamt;1,09;0,19;0,26;0,43;0,21
09574112;Altdorf b.Nürnberg, St;männlich;7,54;1,29;1,80;2,86;1,60
09574112;Altdorf b.Nürnberg, St;weiblich;7,74;1,14;1,70;2,92;1,98
09574112;Altdorf b.Nürnberg, St;Insgesamt;15,28;2,43;3,50;5,78;3,57
09574117;Burgthann;männlich;5,72;1,00;1,35;2,13;1,24
09574117;Burgthann;weiblich;5,71;0,90;1,26;2,17;1,38
09574117;Burgthann;Insgesamt;11,43;1,91;2,61;4,30;2,62
09574120;Engelthal;männlich;0,53;0,08;0,12;0,22;0,10
09574120;Engelthal;weiblich;0,56;0,09;0,13;0,22;0,12
09574120;Engelthal;Insgesamt;1,09;0,18;0,25;0,44;0,22
09574123;Feucht, M;männlich;6,87;1,28;1,80;2,36;1,42
09574123;Feucht, M;weiblich;7,18;1,19;1,76;2,49;1,74
09574123;Feucht, M;Insgesamt;14,05;2,48;3,56;4,85;3,16
09574128;Happurg;männlich;1,88;0,34;0,47;0,70;0,36
09574128;Happurg;weiblich;1,89;0,32;0,45;0,66;0,46
09574128;Happurg;Insgesamt;3,77;0,66;0,92;1,37;0,82
09574129;Hartenstein;männlich;0,75;0,13;0,17;0,29;0,17
09574129;Hartenstein;weiblich;0,71;0,12;0,16;0,26;0,16
09574129;Hartenstein;Insgesamt;1,46;0,25;0,33;0,55;0,33
09574131;Henfenfeld;männlich;0,89;0,15;0,22;0,34;0,18
09574131;Henfenfeld;weiblich;0,93;0,15;0,22;0,34;0,22
09574131;Henfenfeld;Insgesamt;1,82;0,31;0,44;0,68;0,40
09574132;Hersbruck, St;männlich;6,13;1,09;1,47;2,29;1,28
09574132;Hersbruck, St;weiblich;6,31;0,87;1,45;2,32;1,68
09574132;Hersbruck, St;Insgesamt;12,44;1,96;2,91;4,61;2,96
09574135;Kirchensittenbach;männlich;1,09;0,17;0,28;0,43;0,21
09574135;Kirchensittenbach;weiblich;1,03;0,18;0,25;0,39;0,21
09574135;Kirchensittenbach;Insgesamt;2,12;0,35;0,53;0,83;0,42
09574138;Lauf a.d.Pegnitz, St;männlich;12,92;2,21;3,33;4,89;2,50
09574138;Lauf a.d.Pegnitz, St;weiblich;13,56;2,03;3,19;5,00;3,34
09574138;Lauf a.d.Pegnitz, St;Insgesamt;26,48;4,25;6,52;9,88;5,84
09574139;Leinburg;männlich;3,27;0,54;0,77;1,33;0,64
09574139;Leinburg;weiblich;3,36;0,56;0,82;1,27;0,71
09574139;Leinburg;Insgesamt;6,63;1,10;1,59;2,60;1,35
09574140;Neuhaus a.d.Pegnitz, M;männlich;1,46;0,26;0,39;0,55;0,27
09574140;Neuhaus a.d.Pegnitz, M;weiblich;1,38;0,22;0,31;0,52;0,33
09574140;Neuhaus a.d.Pegnitz, M;Insgesamt;2,84;0,48;0,70;1,07;0,60
09574141;Neunkirchen a.Sand;männlich;2,34;0,38;0,57;0,88;0,51
09574141;Neunkirchen a.Sand;weiblich;2,33;0,35;0,51;0,86;0,61
09574141;Neunkirchen a.Sand;Insgesamt;4,67;0,73;1,08;1,74;1,12
09574145;Offenhausen;männlich;0,79;0,13;0,19;0,32;0,15
09574145;Offenhausen;weiblich;0,80;0,15;0,20;0,30;0,16
09574145;Offenhausen;Insgesamt;1,60;0,28;0,39;0,62;0,31
09574146;Ottensoos;männlich;1,05;0,19;0,25;0,43;0,18
09574146;Ottensoos;weiblich;1,05;0,19;0,23;0,41;0,22
09574146;Ottensoos;Insgesamt;2,09;0,38;0,48;0,84;0,40
09574147;Pommelsbrunn;männlich;2,58;0,43;0,60;0,97;0,59
